"Executed Date","BOROUGH","count"
"07/16/2018","MANHATTAN","21"
"10/30/2017","MANHATTAN","13"
"05/08/2023","MANHATTAN","5"
"02/28/2025","MANHATTAN","15"
"03/09/2023","MANHATTAN","6"
"01/05/2017","MANHATTAN","25"
"03/09/2018","BROOKLYN","18"
"06/01/2017","BRONX","28"
"01/24/2025","STATEN ISLAND","4"
"02/16/2024","STATEN ISLAND","2"
"02/10/2025","QUEENS","24"
"12/11/2024","STATEN ISLAND","4"
"03/17/2017","MANHATTAN","12"
"03/08/2019","BRONX","29"
"08/14/2023","STATEN ISLAND","3"
"03/21/2025","BRONX","15"
"06/18/2025","STATEN ISLAND","2"
"07/27/2017","STATEN ISLAND","5"
"10/03/2017","MANHATTAN","12"
"05/15/2017","STATEN ISLAND","1"
"02/01/2017","QUEENS","15"
"05/17/2018","BRONX","41"
"04/25/2017","MANHATTAN","21"
"10/21/2022","MANHATTAN","4"
"02/10/2023","STATEN ISLAND","3"
"05/08/2025","BROOKLYN","9"
"01/06/2023","MANHATTAN","15"
"06/27/2022","MANHATTAN","15"
"12/08/2022","BROOKLYN","18"
"03/22/2022","BRONX","5"
"06/22/2023","QUEENS","16"
"09/21/2017","STATEN ISLAND","2"
"04/24/2023","STATEN ISLAND","2"
"04/05/2022","BROOKLYN","13"
"04/06/2017","MANHATTAN","11"
"02/29/2024","MANHATTAN","20"
"09/19/2022","MANHATTAN","8"
"10/24/2017","BROOKLYN","18"
"08/09/2024","BROOKLYN","7"
"06/27/2017","BROOKLYN","19"
"09/15/2022","MANHATTAN","2"
"02/15/2023","BROOKLYN","22"
"12/21/2017","STATEN ISLAND","1"
"04/20/2022","QUEENS","4"
"08/09/2022","STATEN ISLAND","2"
"05/24/2019","BRONX","26"
"10/24/2022","BROOKLYN","17"
"03/24/2025","STATEN ISLAND","1"
"04/20/2018","MANHATTAN","10"
"03/27/2018","MANHATTAN","21"
"03/31/2017","BRONX","38"
"03/02/2020","MANHATTAN","11"
"11/28/2017","QUEENS","13"
"02/16/2018","STATEN ISLAND","3"
"07/18/2017","STATEN ISLAND","11"
"01/06/2017","MANHATTAN","14"
"01/21/2025","QUEENS","6"
"09/03/2024","BROOKLYN","13"
"08/09/2018","BROOKLYN","20"
"05/01/2019","BRONX","27"
"12/28/2022","BROOKLYN","1"
"11/22/2024","QUEENS","16"
"07/15/2025","BROOKLYN","8"
"06/18/2018","BRONX","32"
"12/14/2020","BROOKLYN","1"
"02/07/2025","MANHATTAN","3"
"04/29/2025","STATEN ISLAND","3"
"07/25/2018","STATEN ISLAND","2"
"01/15/2025","BRONX","26"
"09/07/2023","BRONX","33"
"08/13/2025","BROOKLYN","5"
"06/28/2018","STATEN ISLAND","2"
"02/04/2019","BRONX","17"
"05/12/2022","QUEENS","8"
"05/19/2023","BROOKLYN","12"
"04/23/2024","STATEN ISLAND","4"
"09/19/2024","QUEENS","13"
"06/07/2023","MANHATTAN","14"
"05/01/2018","MANHATTAN","30"
"09/05/2025","BRONX","13"
"01/22/2025","QUEENS","27"
"07/07/2025","BROOKLYN","33"
"02/07/2019","BROOKLYN","13"
"06/05/2025","MANHATTAN","26"
"07/09/2025","QUEENS","39"
"08/05/2019","BROOKLYN","42"
"10/23/2024","BRONX","28"
"09/27/2019","QUEENS","16"
"03/05/2020","QUEENS","11"
"09/26/2024","STATEN ISLAND","3"
"11/09/2018","QUEENS","17"
"03/29/2023","MANHATTAN","7"
"08/15/2022","BROOKLYN","21"
"06/21/2024","BROOKLYN","31"
"01/27/2017","BRONX","35"
"08/24/2022","MANHATTAN","8"
"12/15/2017","QUEENS","18"
"12/17/2021","QUEENS","2"
"07/02/2024","STATEN ISLAND","2"
"09/07/2023","STATEN ISLAND","6"
"09/12/2019","STATEN ISLAND","1"
"12/15/2023","BRONX","20"
"08/16/2023","QUEENS","16"
"07/11/2018","BRONX","26"
"02/14/2023","STATEN ISLAND","1"
"11/14/2024","BROOKLYN","5"
"05/28/2024","BRONX","16"
"12/19/2022","MANHATTAN","16"
"02/14/2020","QUEENS","21"
"10/07/2025","BRONX","23"
"12/13/2022","QUEENS","3"
"10/06/2023","STATEN ISLAND","4"
"12/04/2018","BRONX","44"
"08/05/2024","BROOKLYN","37"
"12/21/2023","MANHATTAN","3"
"12/13/2017","STATEN ISLAND","2"
"03/15/2024","MANHATTAN","1"
"09/14/2023","QUEENS","1"
"11/10/2022","MANHATTAN","5"
"10/26/2022","QUEENS","2"
"03/20/2025","MANHATTAN","8"
"09/21/2018","STATEN ISLAND","5"
"09/07/2023","MANHATTAN","35"
"04/09/2018","BROOKLYN","25"
"11/21/2022","BROOKLYN","31"
"05/20/2019","MANHATTAN","15"
"04/10/2018","QUEENS","12"
"06/06/2025","BRONX","23"
"10/09/2025","BROOKLYN","4"
"10/25/2019","MANHATTAN","7"
"08/23/2022","BROOKLYN","3"
"10/09/2019","MANHATTAN","3"
"11/28/2017","BROOKLYN","42"
"08/23/2022","BRONX","4"
"08/04/2023","MANHATTAN","9"
"06/29/2022","BRONX","3"
"08/03/2017","MANHATTAN","16"
"08/04/2022","QUEENS","4"
"01/11/2022","BROOKLYN","1"
"02/19/2025","BROOKLYN","10"
"02/23/2023","BRONX","6"
"07/19/2019","QUEENS","9"
"03/16/2017","STATEN ISLAND","7"
"12/06/2017","BRONX","33"
"10/31/2024","MANHATTAN","19"
"04/07/2025","BROOKLYN","34"
"06/05/2023","BRONX","7"
"03/01/2023","BROOKLYN","22"
"04/07/2023","QUEENS","4"
"08/19/2024","QUEENS","7"
"03/17/2025","QUEENS","11"
"01/08/2018","BROOKLYN","47"
"01/17/2019","MANHATTAN","22"
"08/06/2018","MANHATTAN","21"
"07/09/2019","BROOKLYN","18"
"11/15/2019","BRONX","12"
"01/30/2018","QUEENS","8"
"05/05/2017","QUEENS","23"
"12/12/2024","STATEN ISLAND","1"
"11/20/2023","BRONX","21"
"11/01/2021","BROOKLYN","1"
"09/19/2024","MANHATTAN","17"
"12/01/2022","BRONX","9"
"06/09/2023","BROOKLYN","23"
"10/20/2023","QUEENS","9"
"08/01/2019","MANHATTAN","10"
"01/15/2019","BRONX","37"
"02/15/2023","QUEENS","7"
"08/27/2018","BRONX","18"
"06/02/2017","STATEN ISLAND","1"
"06/03/2024","STATEN ISLAND","2"
"09/25/2025","MANHATTAN","22"
"08/09/2023","QUEENS","9"
"07/01/2019","BRONX","23"
"07/29/2022","BRONX","6"
"08/09/2022","BRONX","9"
"09/13/2019","BRONX","22"
"01/21/2020","QUEENS","18"
"01/14/2022","BROOKLYN","2"
"05/06/2025","MANHATTAN","34"
"02/18/2020","BRONX","46"
"06/28/2024","BROOKLYN","32"
"07/31/2017","BROOKLYN","32"
"01/19/2022","BRONX","2"
"03/20/2025","QUEENS","22"
"02/18/2022","QUEENS","4"
"11/16/2023","STATEN ISLAND","3"
"02/15/2023","MANHATTAN","2"
"05/21/2024","STATEN ISLAND","3"
"09/18/2023","MANHATTAN","29"
"01/30/2017","MANHATTAN","13"
"05/23/2025","BROOKLYN","17"
"08/10/2017","STATEN ISLAND","3"
"08/22/2022","QUEENS","8"
"10/22/2018","BROOKLYN","21"
"03/28/2018","BRONX","22"
"03/10/2023","MANHATTAN","6"
"05/09/2025","MANHATTAN","2"
"08/11/2021","STATEN ISLAND","2"
"08/07/2024","QUEENS","11"
"07/12/2022","BROOKLYN","3"
"07/19/2023","STATEN ISLAND","1"
"06/27/2025","MANHATTAN","7"
"08/18/2022","BROOKLYN","14"
"09/12/2019","BROOKLYN","11"
"03/28/2022","MANHATTAN","1"
"04/18/2018","STATEN ISLAND","6"
"03/06/2018","BRONX","25"
"09/08/2022","STATEN ISLAND","2"
"03/01/2024","MANHATTAN","1"
"04/06/2017","BRONX","37"
"10/30/2018","QUEENS","19"
"08/15/2017","STATEN ISLAND","9"
"07/01/2024","STATEN ISLAND","10"
"06/04/2019","BROOKLYN","9"
"03/25/2022","STATEN ISLAND","2"
"06/02/2025","QUEENS","10"
"11/09/2023","MANHATTAN","14"
"11/18/2024","BROOKLYN","53"
"08/09/2019","BROOKLYN","18"
"05/18/2023","BROOKLYN","2"
"08/21/2019","QUEENS","20"
"01/20/2023","QUEENS","5"
"01/12/2022","BRONX","3"
"10/19/2023","MANHATTAN","11"
"06/30/2017","MANHATTAN","16"
"05/07/2024","BRONX","22"
"06/12/2017","BRONX","28"
"07/17/2017","MANHATTAN","22"
"10/01/2018","QUEENS","30"
"06/11/2019","BRONX","43"
"08/25/2022","BROOKLYN","14"
"07/27/2022","BROOKLYN","15"
"07/18/2023","BROOKLYN","7"
"01/31/2024","BRONX","15"
"05/02/2023","BROOKLYN","3"
"08/08/2025","BROOKLYN","35"
"12/12/2023","BROOKLYN","14"
"09/10/2024","BRONX","51"
"01/13/2022","BROOKLYN","3"
"09/06/2023","BROOKLYN","27"
"01/03/2020","BRONX","21"
"06/03/2022","BRONX","2"
"02/19/2019","BRONX","30"
"04/08/2022","STATEN ISLAND","2"
"01/18/2024","QUEENS","36"
"03/10/2025","BRONX","11"
"01/08/2019","BRONX","52"
"09/12/2019","QUEENS","5"
"12/01/2023","MANHATTAN","12"
"06/11/2024","QUEENS","7"
"03/11/2022","QUEENS","8"
"02/05/2025","STATEN ISLAND","1"
"12/05/2024","BROOKLYN","17"
"10/07/2024","STATEN ISLAND","1"
"06/01/2018","MANHATTAN","13"
"12/17/2024","QUEENS","15"
"05/15/2019","MANHATTAN","17"
"01/27/2017","STATEN ISLAND","2"
"01/30/2017","BROOKLYN","32"
"07/12/2023","BROOKLYN","17"
"08/08/2022","QUEENS","1"
"07/08/2022","QUEENS","5"
"03/21/2017","QUEENS","19"
"07/07/2023","QUEENS","4"
"01/18/2023","STATEN ISLAND","1"
"10/03/2022","BROOKLYN","13"
"10/21/2021","MANHATTAN","1"
"09/15/2022","QUEENS","8"
"11/16/2017","STATEN ISLAND","2"
"04/12/2022","QUEENS","3"
"09/12/2024","QUEENS","17"
"07/27/2018","QUEENS","17"
"09/01/2017","BRONX","26"
"07/25/2022","QUEENS","5"
"09/25/2023","BROOKLYN","10"
"05/25/2018","BROOKLYN","29"
"01/25/2023","BRONX","12"
"01/10/2017","MANHATTAN","33"
"09/13/2022","STATEN ISLAND","1"
"03/07/2023","STATEN ISLAND","1"
"03/13/2023","BRONX","4"
"04/21/2017","MANHATTAN","10"
"10/07/2022","BROOKLYN","13"
"10/12/2017","MANHATTAN","19"
"06/13/2018","BROOKLYN","36"
"07/17/2018","BROOKLYN","27"
"04/28/2022","MANHATTAN","2"
"04/13/2018","BROOKLYN","23"
"12/27/2019","MANHATTAN","1"
"03/27/2024","STATEN ISLAND","8"
"08/14/2024","BROOKLYN","24"
"05/21/2025","BRONX","6"
"06/06/2023","MANHATTAN","32"
"05/10/2017","BROOKLYN","46"
"05/26/2022","QUEENS","1"
"10/09/2024","QUEENS","20"
"05/30/2018","MANHATTAN","6"
"05/21/2019","BROOKLYN","5"
"10/03/2024","BROOKLYN","7"
"05/15/2018","BRONX","39"
"05/24/2019","BROOKLYN","23"
"09/24/2025","MANHATTAN","3"
"05/28/2019","QUEENS","12"
"02/07/2023","STATEN ISLAND","1"
"09/04/2019","QUEENS","21"
"08/07/2024","BRONX","18"
"04/13/2023","QUEENS","4"
"04/17/2025","QUEENS","32"
"03/19/2024","QUEENS","8"
"01/12/2018","MANHATTAN","15"
"10/03/2022","MANHATTAN","7"
"03/28/2019","QUEENS","14"
"02/27/2025","MANHATTAN","6"
"05/30/2023","BRONX","9"
"09/07/2018","BROOKLYN","29"
"04/15/2025","BROOKLYN","21"
"09/11/2025","BRONX","28"
"04/21/2023","BRONX","3"
"05/02/2022","MANHATTAN","2"
"09/23/2024","BROOKLYN","22"
"06/05/2023","MANHATTAN","7"
"03/22/2022","STATEN ISLAND","3"
"03/17/2017","BRONX","27"
"12/16/2021","STATEN ISLAND","1"
"05/09/2025","STATEN ISLAND","1"
"12/28/2021","MANHATTAN","2"
"01/08/2024","BRONX","10"
"06/19/2017","BROOKLYN","27"
"03/29/2017","STATEN ISLAND","6"
"01/23/2018","BROOKLYN","27"
"01/31/2023","STATEN ISLAND","3"
"11/13/2023","QUEENS","10"
"08/05/2025","BRONX","12"
"01/03/2018","MANHATTAN","24"
"06/11/2018","MANHATTAN","19"
"07/20/2017","BRONX","37"
"05/31/2019","BRONX","13"
"12/07/2020","BROOKLYN","2"
"01/22/2020","MANHATTAN","7"
"01/03/2023","BRONX","1"
"06/27/2018","MANHATTAN","7"
"10/24/2019","BROOKLYN","10"
"12/15/2023","QUEENS","15"
"11/24/2017","BROOKLYN","3"
"10/12/2017","STATEN ISLAND","2"
"01/24/2018","BROOKLYN","34"
"03/11/2025","BRONX","29"
"07/05/2017","MANHATTAN","7"
"01/11/2023","MANHATTAN","9"
"11/20/2017","STATEN ISLAND","1"
"09/16/2024","MANHATTAN","2"
"10/10/2017","BRONX","45"
"03/03/2017","QUEENS","19"
"02/23/2024","QUEENS","17"
"12/19/2022","STATEN ISLAND","3"
"02/08/2018","BRONX","36"
"02/10/2025","STATEN ISLAND","6"
"05/30/2019","BROOKLYN","9"
"05/12/2023","STATEN ISLAND","1"
"04/04/2024","STATEN ISLAND","8"
"09/23/2025","STATEN ISLAND","3"
"11/14/2022","BROOKLYN","2"
"09/29/2025","STATEN ISLAND","5"
"07/02/2025","BROOKLYN","6"
"07/26/2021","BROOKLYN","1"
"01/04/2024","MANHATTAN","39"
"05/12/2025","STATEN ISLAND","2"
"11/09/2017","QUEENS","13"
"07/05/2022","BROOKLYN","9"
"01/30/2024","BROOKLYN","1"
"03/22/2023","MANHATTAN","6"
"06/14/2023","STATEN ISLAND","1"
"09/14/2017","STATEN ISLAND","5"
"03/13/2018","QUEENS","14"
"03/22/2019","MANHATTAN","11"
"03/27/2024","BRONX","20"
"08/14/2019","STATEN ISLAND","2"
"10/01/2024","MANHATTAN","32"
"02/07/2020","BROOKLYN","24"
"06/25/2018","QUEENS","31"
"03/12/2019","QUEENS","18"
"05/22/2024","QUEENS","17"
"02/25/2022","QUEENS","2"
"04/19/2019","BRONX","13"
"07/25/2023","STATEN ISLAND","2"
"09/11/2017","BRONX","21"
"05/31/2019","QUEENS","17"
"04/26/2018","MANHATTAN","21"
"10/29/2021","QUEENS","2"
"10/02/2017","STATEN ISLAND","1"
"06/28/2017","QUEENS","14"
"08/01/2017","BROOKLYN","30"
"12/09/2020","QUEENS","1"
"12/21/2017","MANHATTAN","1"
"03/13/2020","QUEENS","13"
"01/13/2023","BROOKLYN","25"
"08/04/2025","BRONX","20"
"07/20/2022","BRONX","5"
"11/12/2019","STATEN ISLAND","1"
"05/01/2018","BROOKLYN","22"
"11/27/2018","BROOKLYN","27"
"11/04/2024","MANHATTAN","12"
"08/04/2017","QUEENS","15"
"05/30/2019","MANHATTAN","20"
"07/03/2023","BROOKLYN","6"
"01/02/2018","STATEN ISLAND","1"
"10/22/2018","STATEN ISLAND","4"
"09/20/2018","STATEN ISLAND","2"
"02/23/2024","MANHATTAN","2"
"05/24/2018","BRONX","35"
"11/26/2019","BROOKLYN","11"
"07/20/2023","QUEENS","3"
"07/02/2019","STATEN ISLAND","2"
"06/14/2023","BROOKLYN","8"
"08/12/2021","BROOKLYN","3"
"04/17/2019","BRONX","27"
"08/15/2024","QUEENS","17"
"10/16/2023","BRONX","23"
"02/19/2025","QUEENS","15"
"10/10/2019","MANHATTAN","4"
"03/05/2020","BROOKLYN","8"
"06/22/2017","BRONX","38"
"01/07/2025","BROOKLYN","17"
"04/24/2025","STATEN ISLAND","4"
"04/26/2019","MANHATTAN","10"
"04/02/2018","BROOKLYN","25"
"06/29/2022","QUEENS","3"
"09/15/2025","BROOKLYN","35"
"12/06/2019","QUEENS","16"
"03/05/2025","BRONX","41"
"07/06/2017","QUEENS","13"
"03/13/2018","BROOKLYN","20"
"07/25/2024","MANHATTAN","15"
"10/27/2022","MANHATTAN","17"
"02/24/2023","BROOKLYN","14"
"03/23/2023","BRONX","26"
"02/06/2019","MANHATTAN","17"
"10/01/2018","BROOKLYN","40"
"06/04/2024","STATEN ISLAND","1"
"03/20/2018","MANHATTAN","25"
"03/04/2024","BROOKLYN","22"
"10/03/2022","QUEENS","5"
"05/12/2023","MANHATTAN","3"
"02/08/2022","BROOKLYN","6"
"03/13/2025","BROOKLYN","11"
"02/21/2017","BROOKLYN","27"
"02/21/2018","MANHATTAN","17"
"06/21/2018","BROOKLYN","20"
"06/10/2019","BROOKLYN","24"
"04/18/2024","STATEN ISLAND","4"
"06/05/2024","BROOKLYN","22"
"04/09/2025","QUEENS","17"
"06/17/2024","MANHATTAN","1"
"06/19/2019","QUEENS","10"
"01/25/2023","MANHATTAN","8"
"05/22/2017","BRONX","22"
"04/04/2024","BROOKLYN","8"
"12/09/2024","BRONX","56"
"12/15/2022","MANHATTAN","2"
"06/28/2022","BRONX","2"
"07/25/2017","STATEN ISLAND","5"
"10/28/2019","BROOKLYN","30"
"06/03/2025","BROOKLYN","33"
"04/26/2018","QUEENS","17"
"01/13/2025","QUEENS","10"
"09/26/2018","BRONX","33"
"02/23/2017","STATEN ISLAND","9"
"10/11/2023","MANHATTAN","8"
"10/19/2017","QUEENS","29"
"08/06/2025","BROOKLYN","26"
"12/12/2022","BRONX","1"
"04/10/2017","QUEENS","14"
"04/25/2024","MANHATTAN","20"
"03/12/2018","MANHATTAN","14"
"08/28/2023","BRONX","11"
"10/03/2019","BRONX","37"
"03/28/2023","BROOKLYN","11"
"04/24/2018","MANHATTAN","21"
"11/08/2018","MANHATTAN","9"
"03/25/2025","QUEENS","18"
"04/25/2022","BRONX","1"
"07/12/2017","STATEN ISLAND","1"
"09/21/2018","BRONX","22"
"03/28/2023","QUEENS","8"
"05/29/2025","STATEN ISLAND","7"
"05/31/2023","BROOKLYN","20"
"05/17/2019","MANHATTAN","9"
"03/07/2023","QUEENS","3"
"10/21/2022","BRONX","7"
"02/29/2024","BRONX","20"
"08/08/2018","QUEENS","5"
"03/01/2017","STATEN ISLAND","1"
"05/29/2018","BROOKLYN","16"
"11/14/2018","BRONX","22"
"02/22/2018","QUEENS","36"
"08/09/2021","BROOKLYN","2"
"12/13/2017","QUEENS","17"
"05/14/2024","MANHATTAN","22"
"02/09/2022","MANHATTAN","1"
"05/15/2025","QUEENS","30"
"07/10/2023","MANHATTAN","3"
"03/21/2024","QUEENS","17"
"10/01/2019","BRONX","23"
"04/02/2019","BROOKLYN","10"
"12/11/2024","BROOKLYN","37"
"11/22/2019","QUEENS","21"
"07/29/2019","QUEENS","3"
"10/04/2018","STATEN ISLAND","5"
"09/10/2019","BRONX","35"
"12/09/2022","BROOKLYN","3"
"07/12/2019","STATEN ISLAND","3"
"01/17/2017","MANHATTAN","26"
"08/20/2018","BRONX","38"
"02/09/2024","BROOKLYN","18"
"11/25/2019","BRONX","23"
"04/21/2025","BROOKLYN","16"
"07/22/2025","STATEN ISLAND","1"
"10/02/2025","MANHATTAN","13"
"07/27/2021","STATEN ISLAND","1"
"04/07/2023","MANHATTAN","1"
"08/28/2024","BROOKLYN","15"
"05/07/2025","MANHATTAN","14"
"04/12/2018","QUEENS","12"
"04/11/2024","QUEENS","20"
"09/11/2025","MANHATTAN","10"
"01/08/2024","MANHATTAN","9"
"06/27/2025","QUEENS","6"
"02/06/2023","MANHATTAN","8"
"05/05/2017","MANHATTAN","4"
"10/18/2019","STATEN ISLAND","4"
"01/04/2017","STATEN ISLAND","6"
"01/13/2022","STATEN ISLAND","6"
"07/26/2023","BROOKLYN","22"
"12/08/2017","MANHATTAN","12"
"08/08/2025","QUEENS","14"
"06/05/2017","QUEENS","19"
"08/18/2021","BROOKLYN","1"
"09/30/2019","STATEN ISLAND","3"
"06/01/2023","BROOKLYN","12"
"08/14/2023","BROOKLYN","30"
"07/17/2024","MANHATTAN","12"
"03/18/2019","STATEN ISLAND","2"
"12/16/2024","MANHATTAN","29"
"01/20/2023","BROOKLYN","18"
"08/29/2025","MANHATTAN","31"
"07/15/2025","STATEN ISLAND","2"
"01/12/2022","QUEENS","1"
"11/08/2018","BROOKLYN","11"
"09/06/2024","STATEN ISLAND","4"
"10/25/2018","QUEENS","10"
"01/02/2019","MANHATTAN","5"
"11/13/2019","BRONX","30"
"01/08/2025","BROOKLYN","10"
"07/29/2019","MANHATTAN","10"
"12/20/2017","BRONX","1"
"05/09/2018","BRONX","26"
"09/19/2018","STATEN ISLAND","1"
"07/30/2018","MANHATTAN","17"
"05/01/2018","STATEN ISLAND","3"
"02/19/2019","QUEENS","15"
"01/18/2017","QUEENS","26"
"10/24/2018","BRONX","37"
"01/24/2018","MANHATTAN","14"
"03/29/2017","BROOKLYN","27"
"06/15/2017","STATEN ISLAND","3"
"02/15/2017","BRONX","48"
"08/22/2019","STATEN ISLAND","1"
"11/02/2018","QUEENS","8"
"02/09/2023","QUEENS","2"
"09/06/2023","BRONX","22"
"05/04/2017","BRONX","49"
"05/22/2023","STATEN ISLAND","4"
"05/23/2019","BRONX","36"
"09/08/2025","MANHATTAN","9"
"02/16/2024","MANHATTAN","14"
"02/02/2024","STATEN ISLAND","1"
"07/31/2018","QUEENS","15"
"04/24/2024","QUEENS","17"
"09/19/2023","BRONX","41"
"03/30/2023","BROOKLYN","13"
"11/14/2018","MANHATTAN","4"
"08/28/2019","BROOKLYN","34"
"08/13/2024","MANHATTAN","23"
"10/27/2023","QUEENS","4"
"09/15/2022","STATEN ISLAND","2"
"02/07/2022","STATEN ISLAND","2"
"11/15/2021","QUEENS","2"
"07/31/2025","BRONX","21"
"09/23/2024","MANHATTAN","14"
"05/22/2017","BROOKLYN","25"
"02/27/2018","QUEENS","22"
"10/04/2022","STATEN ISLAND","2"
"06/10/2022","BROOKLYN","4"
"04/18/2025","BROOKLYN","16"
"01/09/2020","MANHATTAN","7"
"10/25/2019","BRONX","25"
"11/17/2022","MANHATTAN","7"
"08/27/2025","BROOKLYN","2"
"05/14/2019","STATEN ISLAND","4"
"07/02/2024","QUEENS","8"
"10/11/2019","STATEN ISLAND","3"
"04/18/2024","BROOKLYN","14"
"09/15/2025","BRONX","27"
"05/31/2019","BROOKLYN","26"
"03/11/2024","BROOKLYN","21"
"05/17/2018","QUEENS","14"
"08/25/2025","QUEENS","31"
"09/17/2025","MANHATTAN","5"
"06/13/2024","MANHATTAN","22"
"07/01/2024","BRONX","12"
"06/19/2019","BROOKLYN","32"
"12/11/2017","STATEN ISLAND","3"
"05/27/2025","BROOKLYN","17"
"01/31/2025","MANHATTAN","9"
"10/22/2018","BRONX","17"
"01/27/2020","BRONX","14"
"05/30/2018","QUEENS","20"
"09/12/2025","STATEN ISLAND","5"
"01/21/2022","QUEENS","1"
"09/13/2018","QUEENS","20"
"02/06/2018","BRONX","39"
"12/14/2023","MANHATTAN","17"
"01/06/2017","STATEN ISLAND","1"
"10/11/2018","QUEENS","16"
"03/24/2017","BROOKLYN","20"
"01/11/2024","STATEN ISLAND","3"
"07/30/2024","BRONX","44"
"02/05/2019","BROOKLYN","19"
"10/23/2017","BRONX","21"
"05/15/2019","QUEENS","18"
"07/10/2017","QUEENS","13"
"02/08/2017","BRONX","16"
"04/18/2024","QUEENS","13"
"04/13/2023","BROOKLYN","3"
"08/20/2024","MANHATTAN","19"
"08/09/2019","BRONX","11"
"06/27/2017","BRONX","44"
"09/24/2019","QUEENS","12"
"07/01/2024","BROOKLYN","24"
"01/26/2018","BRONX","29"
"03/31/2025","MANHATTAN","4"
"03/13/2018","BRONX","48"
"05/10/2019","QUEENS","10"
"08/21/2024","QUEENS","25"
"11/28/2018","STATEN ISLAND","4"
"05/19/2017","BROOKLYN","15"
"03/06/2023","QUEENS","4"
"01/23/2018","QUEENS","9"
"08/28/2025","QUEENS","11"
"01/10/2018","STATEN ISLAND","1"
"06/06/2018","BRONX","28"
"09/16/2019","MANHATTAN","6"
"10/19/2017","BRONX","43"
"04/16/2025","MANHATTAN","8"
"12/19/2017","QUEENS","19"
"04/15/2022","MANHATTAN","3"
"02/01/2024","STATEN ISLAND","1"
"07/27/2018","BROOKLYN","40"
"07/08/2022","STATEN ISLAND","2"
"02/05/2024","STATEN ISLAND","2"
"08/28/2019","QUEENS","15"
"10/11/2024","MANHATTAN","14"
"03/02/2023","QUEENS","4"
"03/26/2025","STATEN ISLAND","2"
"07/23/2018","QUEENS","48"
"04/02/2019","BRONX","19"
"10/18/2023","BROOKLYN","36"
"06/11/2024","BROOKLYN","4"
"02/25/2019","BROOKLYN","32"
"08/27/2024","MANHATTAN","13"
"08/28/2017","BROOKLYN","27"
"01/07/2022","MANHATTAN","1"
"02/27/2017","MANHATTAN","17"
"11/09/2022","BROOKLYN","7"
"11/19/2018","BROOKLYN","43"
"11/15/2017","BRONX","36"
"05/23/2017","BROOKLYN","13"
"10/01/2019","MANHATTAN","19"
"05/11/2023","BRONX","7"
"04/17/2024","STATEN ISLAND","6"
"02/15/2024","MANHATTAN","16"
"01/23/2019","MANHATTAN","21"
"01/13/2023","BRONX","7"
"10/02/2025","BROOKLYN","3"
"02/25/2025","QUEENS","11"
"02/11/2025","BROOKLYN","17"
"10/08/2025","MANHATTAN","19"
"11/15/2024","BRONX","2"
"05/20/2019","QUEENS","19"
"08/16/2022","QUEENS","4"
"03/26/2019","BROOKLYN","9"
"07/27/2017","MANHATTAN","11"
"05/17/2018","BROOKLYN","29"
"01/16/2024","QUEENS","3"
"04/27/2023","QUEENS","2"
"06/12/2025","BROOKLYN","5"
"04/10/2024","MANHATTAN","4"
"12/28/2023","MANHATTAN","6"
"02/19/2019","MANHATTAN","12"
"12/06/2019","MANHATTAN","8"
"07/10/2025","BROOKLYN","5"
"03/28/2025","BROOKLYN","42"
"11/25/2024","STATEN ISLAND","3"
"07/18/2019","STATEN ISLAND","2"
"07/12/2023","STATEN ISLAND","5"
"02/06/2023","BRONX","13"
"08/07/2023","QUEENS","11"
"04/13/2022","BROOKLYN","6"
"03/23/2018","BROOKLYN","23"
"05/03/2023","STATEN ISLAND","7"
"09/13/2019","QUEENS","20"
"03/21/2019","QUEENS","20"
"03/27/2024","MANHATTAN","3"
"10/26/2023","BRONX","39"
"03/14/2025","BRONX","11"
"12/24/2024","BROOKLYN","5"
"02/03/2017","STATEN ISLAND","1"
"12/10/2021","MANHATTAN","2"
"02/23/2022","MANHATTAN","2"
"07/24/2023","MANHATTAN","7"
"04/04/2018","QUEENS","21"
"05/13/2022","MANHATTAN","6"
"11/22/2024","BRONX","5"
"01/26/2024","BROOKLYN","22"
"06/19/2018","MANHATTAN","27"
"07/11/2023","MANHATTAN","28"
"01/04/2023","BROOKLYN","32"
"06/06/2024","MANHATTAN","16"
"03/17/2025","MANHATTAN","13"
"05/04/2018","STATEN ISLAND","5"
"07/08/2025","MANHATTAN","55"
"01/08/2018","STATEN ISLAND","1"
"04/08/2019","MANHATTAN","21"
"09/12/2024","BROOKLYN","9"
"09/25/2023","BRONX","16"
"11/13/2017","BROOKLYN","13"
"04/29/2022","BRONX","1"
"08/13/2024","STATEN ISLAND","3"
"05/04/2017","BROOKLYN","44"
"07/23/2025","STATEN ISLAND","1"
"02/14/2018","STATEN ISLAND","4"
"07/12/2018","BROOKLYN","20"
"12/01/2017","BRONX","49"
"04/01/2024","MANHATTAN","1"
"09/24/2019","STATEN ISLAND","3"
"12/19/2019","BROOKLYN","13"
"04/15/2024","BROOKLYN","26"
"02/05/2025","MANHATTAN","17"
"08/14/2018","QUEENS","29"
"10/02/2024","BROOKLYN","28"
"05/22/2018","BRONX","38"
"08/09/2023","STATEN ISLAND","3"
"09/03/2019","QUEENS","11"
"02/05/2019","STATEN ISLAND","6"
"10/09/2018","STATEN ISLAND","3"
"04/09/2024","STATEN ISLAND","2"
"10/16/2023","QUEENS","13"
"09/22/2017","BRONX","30"
