"Executed Date","BOROUGH","count"
"02/23/2018","BRONX","38"
"08/19/2024","BRONX","12"
"04/16/2019","QUEENS","10"
"03/11/2020","STATEN ISLAND","1"
"06/03/2019","MANHATTAN","9"
"01/31/2017","STATEN ISLAND","10"
"03/24/2025","BRONX","32"
"03/07/2025","BROOKLYN","38"
"03/21/2025","MANHATTAN","11"
"11/18/2021","BROOKLYN","1"
"01/07/2022","BRONX","1"
"02/25/2022","BROOKLYN","5"
"12/10/2018","BROOKLYN","28"
"08/23/2018","STATEN ISLAND","3"
"01/04/2019","BRONX","30"
"04/22/2022","BRONX","3"
"01/18/2024","MANHATTAN","8"
"07/19/2022","BRONX","10"
"07/10/2025","QUEENS","4"
"08/31/2018","STATEN ISLAND","3"
"03/29/2022","BRONX","2"
"03/09/2022","BROOKLYN","3"
"06/06/2022","BRONX","2"
"09/19/2025","STATEN ISLAND","2"
"05/19/2017","BRONX","36"
"03/15/2019","BROOKLYN","21"
"10/09/2018","BRONX","24"
"03/07/2022","BROOKLYN","5"
"04/03/2025","BRONX","54"
"01/20/2023","BRONX","8"
"05/06/2024","QUEENS","31"
"07/11/2024","BROOKLYN","8"
"07/21/2017","MANHATTAN","9"
"01/10/2019","STATEN ISLAND","1"
"08/01/2019","BRONX","28"
"09/26/2025","BRONX","24"
"08/23/2023","BROOKLYN","24"
"04/14/2018","BRONX","3"
"12/18/2024","BRONX","38"
"04/29/2019","STATEN ISLAND","7"
"12/21/2018","QUEENS","2"
"10/06/2025","BRONX","30"
"03/03/2025","QUEENS","6"
"04/06/2018","BROOKLYN","27"
"05/07/2018","QUEENS","29"
"07/17/2017","BRONX","27"
"04/13/2017","QUEENS","9"
"09/27/2018","BRONX","24"
"01/17/2018","BROOKLYN","28"
"05/11/2023","MANHATTAN","3"
"08/05/2022","QUEENS","3"
"12/05/2017","MANHATTAN","18"
"02/14/2018","BROOKLYN","27"
"10/29/2018","QUEENS","19"
"09/20/2022","STATEN ISLAND","7"
"09/19/2024","BRONX","25"
"01/18/2024","STATEN ISLAND","5"
"05/23/2025","BRONX","12"
"04/24/2023","BROOKLYN","15"
"05/16/2023","BROOKLYN","8"
"08/18/2017","BRONX","14"
"05/30/2019","QUEENS","18"
"02/14/2024","STATEN ISLAND","3"
"12/16/2019","QUEENS","19"
"10/25/2019","BROOKLYN","31"
"10/19/2018","BROOKLYN","25"
"07/19/2022","BROOKLYN","3"
"12/06/2024","BROOKLYN","32"
"07/22/2024","BRONX","1"
"07/21/2017","BRONX","30"
"01/27/2017","QUEENS","11"
"12/02/2024","STATEN ISLAND","5"
"05/07/2019","MANHATTAN","15"
"08/07/2017","QUEENS","23"
"06/14/2023","QUEENS","10"
"04/25/2022","STATEN ISLAND","2"
"01/11/2024","MANHATTAN","9"
"02/09/2018","QUEENS","34"
"12/13/2017","MANHATTAN","15"
"07/11/2024","QUEENS","14"
"10/09/2024","BROOKLYN","39"
"01/23/2018","STATEN ISLAND","13"
"08/30/2017","BROOKLYN","22"
"04/18/2024","BRONX","21"
"08/09/2019","QUEENS","12"
"09/14/2022","BRONX","6"
"02/24/2020","QUEENS","25"
"04/05/2024","STATEN ISLAND","3"
"08/25/2023","BRONX","12"
"09/21/2023","MANHATTAN","15"
"12/12/2018","BRONX","24"
"09/05/2017","BRONX","26"
"10/13/2022","QUEENS","8"
"05/28/2025","QUEENS","43"
"01/19/2018","BRONX","42"
"11/30/2023","MANHATTAN","20"
"10/11/2024","BRONX","15"
"05/05/2022","STATEN ISLAND","2"
"02/24/2017","BROOKLYN","27"
"11/01/2018","MANHATTAN","16"
"08/07/2017","BRONX","36"
"05/09/2024","QUEENS","7"
"01/07/2025","BRONX","44"
"10/27/2022","QUEENS","4"
"01/18/2017","MANHATTAN","8"
"06/14/2022","BROOKLYN","1"
"09/02/2021","BROOKLYN","2"
"03/22/2023","BROOKLYN","30"
"12/04/2017","MANHATTAN","19"
"10/31/2023","QUEENS","6"
"07/28/2025","BRONX","16"
"04/17/2023","BROOKLYN","23"
"10/21/2024","BROOKLYN","26"
"05/08/2019","STATEN ISLAND","1"
"01/08/2018","BRONX","49"
"11/21/2018","BROOKLYN","20"
"07/26/2024","QUEENS","31"
"03/06/2018","MANHATTAN","18"
"10/18/2017","QUEENS","9"
"12/20/2019","BROOKLYN","4"
"03/27/2018","BRONX","32"
"01/15/2020","BROOKLYN","30"
"10/18/2024","BROOKLYN","7"
"03/08/2018","BRONX","17"
"08/26/2021","STATEN ISLAND","2"
"12/29/2017","BROOKLYN","1"
"10/16/2024","BROOKLYN","34"
"11/08/2019","STATEN ISLAND","3"
"10/02/2023","BRONX","21"
"09/06/2022","BRONX","14"
"02/09/2024","STATEN ISLAND","2"
"07/11/2022","BROOKLYN","7"
"04/03/2018","STATEN ISLAND","5"
"02/28/2017","QUEENS","15"
"10/17/2018","STATEN ISLAND","6"
"09/10/2019","QUEENS","4"
"03/10/2022","QUEENS","3"
"04/30/2018","BROOKLYN","42"
"07/24/2024","BROOKLYN","22"
"07/07/2017","STATEN ISLAND","1"
"09/28/2018","BRONX","12"
"02/19/2020","QUEENS","24"
"02/15/2023","BRONX","18"
"04/10/2024","BROOKLYN","19"
"12/08/2022","QUEENS","8"
"02/10/2025","BRONX","36"
"08/23/2019","BROOKLYN","25"
"12/08/2023","MANHATTAN","5"
"03/12/2018","QUEENS","35"
"12/10/2018","STATEN ISLAND","3"
"03/22/2022","BROOKLYN","2"
"05/01/2025","BROOKLYN","13"
"08/14/2024","QUEENS","11"
"10/10/2019","BROOKLYN","15"
"04/07/2017","BRONX","35"
"10/02/2023","BROOKLYN","15"
"04/20/2017","BRONX","46"
"12/19/2017","BRONX","37"
"11/01/2022","QUEENS","7"
"08/05/2025","QUEENS","16"
"01/10/2022","BROOKLYN","3"
"12/13/2018","BROOKLYN","19"
"12/30/2024","MANHATTAN","1"
"11/20/2017","MANHATTAN","16"
"04/20/2023","QUEENS","5"
"04/25/2017","BRONX","44"
"08/24/2018","BRONX","7"
"10/14/2022","BRONX","7"
"09/03/2025","BROOKLYN","35"
"07/21/2022","QUEENS","3"
"08/17/2023","BRONX","27"
"11/30/2020","BROOKLYN","1"
"12/02/2024","QUEENS","5"
"01/03/2023","BROOKLYN","26"
"05/25/2023","BROOKLYN","9"
"12/28/2023","QUEENS","5"
"12/18/2019","MANHATTAN","7"
"10/28/2024","BRONX","19"
"10/21/2024","STATEN ISLAND","6"
"04/26/2023","STATEN ISLAND","7"
"07/26/2019","STATEN ISLAND","1"
"05/20/2021","BROOKLYN","1"
"02/22/2018","BROOKLYN","27"
"04/22/2022","MANHATTAN","1"
"10/29/2024","BRONX","42"
"08/14/2019","BRONX","35"
"05/18/2022","BROOKLYN","8"
"01/14/2022","STATEN ISLAND","2"
"01/23/2017","MANHATTAN","18"
"10/09/2019","BROOKLYN","26"
"02/14/2019","STATEN ISLAND","1"
"03/04/2024","MANHATTAN","10"
"07/21/2023","BROOKLYN","17"
"08/07/2025","BRONX","61"
"02/03/2023","QUEENS","2"
"10/30/2024","BROOKLYN","27"
"01/28/2022","BRONX","1"
"03/03/2020","BRONX","37"
"06/27/2017","QUEENS","22"
"09/05/2025","QUEENS","31"
"05/01/2018","QUEENS","13"
"12/01/2020","BROOKLYN","1"
"10/26/2018","BROOKLYN","26"
"02/21/2025","BRONX","13"
"11/20/2018","BRONX","31"
"02/21/2023","BRONX","13"
"09/24/2025","BRONX","13"
"12/29/2022","QUEENS","1"
"04/11/2019","BROOKLYN","6"
"10/09/2019","BRONX","10"
"08/24/2018","QUEENS","3"
"01/03/2018","BRONX","68"
"02/25/2019","STATEN ISLAND","4"
"03/10/2017","QUEENS","20"
"10/18/2022","QUEENS","2"
"01/02/2025","QUEENS","1"
"11/22/2022","MANHATTAN","15"
"02/03/2020","BROOKLYN","19"
"03/30/2018","MANHATTAN","11"
"09/02/2025","MANHATTAN","22"
"11/29/2019","BROOKLYN","4"
"08/16/2022","BRONX","7"
"09/16/2024","BROOKLYN","23"
"08/15/2017","BROOKLYN","28"
"12/18/2024","MANHATTAN","5"
"11/26/2018","MANHATTAN","7"
"05/19/2017","MANHATTAN","6"
"09/08/2017","BRONX","34"
"09/28/2022","BROOKLYN","14"
"02/09/2024","MANHATTAN","9"
"03/02/2018","MANHATTAN","10"
"03/21/2023","MANHATTAN","20"
"09/11/2019","QUEENS","10"
"03/29/2024","QUEENS","25"
"01/03/2020","MANHATTAN","8"
"02/04/2025","BROOKLYN","16"
"07/24/2023","STATEN ISLAND","3"
"12/13/2022","STATEN ISLAND","3"
"07/23/2019","QUEENS","10"
"10/19/2022","STATEN ISLAND","2"
"01/17/2020","BRONX","6"
"03/29/2018","MANHATTAN","20"
"05/15/2024","STATEN ISLAND","12"
"01/14/2020","QUEENS","11"
"05/22/2024","BRONX","13"
"09/17/2019","BRONX","34"
"10/18/2019","BROOKLYN","22"
"08/09/2024","MANHATTAN","5"
"02/07/2025","QUEENS","23"
"03/15/2023","QUEENS","21"
"01/06/2017","BRONX","50"
"08/08/2023","QUEENS","6"
"03/30/2023","QUEENS","8"
"05/17/2022","BROOKLYN","8"
"03/01/2017","QUEENS","13"
"09/10/2018","QUEENS","24"
"04/25/2024","BROOKLYN","5"
"09/15/2025","MANHATTAN","16"
"08/01/2025","BROOKLYN","34"
"06/27/2022","QUEENS","1"
"11/03/2017","BROOKLYN","42"
"07/06/2022","QUEENS","6"
"06/27/2019","BRONX","23"
"06/28/2018","MANHATTAN","4"
"05/15/2025","BROOKLYN","6"
"01/28/2020","QUEENS","7"
"09/20/2022","BROOKLYN","8"
"07/22/2022","BROOKLYN","5"
"02/24/2017","BRONX","36"
"10/15/2018","STATEN ISLAND","1"
"10/27/2017","MANHATTAN","10"
"12/05/2023","STATEN ISLAND","1"
"04/29/2019","BROOKLYN","30"
"07/13/2022","BROOKLYN","1"
"06/06/2022","BROOKLYN","7"
"03/18/2025","STATEN ISLAND","5"
"08/19/2021","MANHATTAN","1"
"09/11/2025","QUEENS","44"
"01/06/2025","QUEENS","2"
"07/10/2023","QUEENS","17"
"04/27/2018","MANHATTAN","16"
"11/20/2017","QUEENS","32"
"06/23/2025","BROOKLYN","40"
"04/02/2019","MANHATTAN","15"
"06/13/2025","STATEN ISLAND","1"
"09/21/2017","BROOKLYN","4"
"02/22/2018","BRONX","33"
"01/11/2017","QUEENS","21"
"02/25/2020","MANHATTAN","15"
"07/02/2018","QUEENS","21"
"05/23/2018","MANHATTAN","12"
"08/07/2024","BROOKLYN","31"
"02/16/2017","BRONX","41"
"02/23/2023","QUEENS","6"
"03/13/2017","STATEN ISLAND","1"
"07/12/2018","MANHATTAN","23"
"01/31/2023","BROOKLYN","9"
"07/22/2019","MANHATTAN","6"
"05/24/2017","BRONX","38"
"08/23/2017","BRONX","36"
"11/30/2017","BROOKLYN","35"
"02/11/2025","MANHATTAN","22"
"07/20/2018","BROOKLYN","16"
"09/04/2019","MANHATTAN","17"
"01/19/2024","MANHATTAN","13"
"06/02/2023","QUEENS","7"
"06/17/2019","STATEN ISLAND","8"
"05/22/2023","MANHATTAN","2"
"08/03/2017","QUEENS","10"
"04/10/2018","MANHATTAN","15"
"10/12/2023","BROOKLYN","24"
"01/06/2022","STATEN ISLAND","2"
"07/24/2024","MANHATTAN","16"
"05/19/2025","BROOKLYN","48"
"05/10/2024","BROOKLYN","26"
"11/13/2018","MANHATTAN","17"
"09/20/2024","BRONX","20"
"12/03/2019","BRONX","52"
"01/06/2020","BROOKLYN","50"
"07/03/2024","BRONX","37"
"02/17/2017","BROOKLYN","32"
"04/13/2018","STATEN ISLAND","5"
"07/03/2018","BROOKLYN","15"
"09/19/2025","MANHATTAN","9"
"02/28/2018","QUEENS","21"
"04/04/2024","BRONX","18"
"07/17/2025","MANHATTAN","10"
"07/11/2018","MANHATTAN","13"
"05/08/2018","QUEENS","19"
"03/02/2018","BROOKLYN","30"
"06/28/2023","STATEN ISLAND","9"
"09/22/2023","BROOKLYN","16"
"03/01/2018","BRONX","15"
"12/11/2018","BRONX","32"
"08/04/2025","BROOKLYN","28"
"10/18/2019","BRONX","7"
"10/22/2019","BROOKLYN","9"
"07/09/2025","STATEN ISLAND","2"
"05/23/2018","BRONX","37"
"07/24/2019","QUEENS","19"
"12/14/2017","BROOKLYN","36"
"06/30/2023","STATEN ISLAND","4"
"12/04/2024","BROOKLYN","24"
"08/11/2025","BROOKLYN","24"
"05/11/2018","STATEN ISLAND","5"
"05/19/2022","MANHATTAN","3"
"03/07/2023","MANHATTAN","7"
"12/06/2018","MANHATTAN","3"
"08/23/2017","STATEN ISLAND","10"
"10/01/2019","BROOKLYN","10"
"11/06/2023","BROOKLYN","40"
"08/14/2018","MANHATTAN","17"
"07/22/2022","MANHATTAN","1"
"05/10/2018","BRONX","36"
"12/27/2023","BRONX","1"
"04/18/2022","MANHATTAN","4"
"12/15/2021","MANHATTAN","2"
"03/04/2024","BRONX","7"
"11/01/2024","BRONX","14"
"10/30/2024","BRONX","13"
"04/03/2019","STATEN ISLAND","5"
"09/02/2021","STATEN ISLAND","2"
"11/19/2021","STATEN ISLAND","1"
"04/14/2017","BRONX","11"
"04/17/2024","BROOKLYN","22"
"06/05/2018","BRONX","33"
"06/28/2017","MANHATTAN","13"
"06/13/2025","BRONX","9"
"11/18/2022","QUEENS","2"
"05/08/2017","STATEN ISLAND","1"
"05/04/2018","BROOKLYN","32"
"07/05/2019","BROOKLYN","5"
"07/15/2024","QUEENS","44"
"04/11/2017","BRONX","22"
"09/24/2019","MANHATTAN","11"
"12/21/2018","BRONX","1"
"04/17/2023","BRONX","11"
"08/02/2024","BRONX","3"
"02/27/2019","BROOKLYN","37"
"06/20/2023","BROOKLYN","14"
"11/21/2022","STATEN ISLAND","11"
"09/04/2018","MANHATTAN","16"
"01/29/2018","STATEN ISLAND","1"
"09/21/2017","MANHATTAN","2"
"11/14/2022","MANHATTAN","10"
"04/23/2025","BROOKLYN","20"
"03/11/2019","BRONX","32"
"11/22/2019","BROOKLYN","14"
"10/21/2022","QUEENS","3"
"09/18/2025","BROOKLYN","4"
"12/16/2019","STATEN ISLAND","1"
"11/27/2024","BRONX","16"
"02/04/2019","BROOKLYN","47"
"03/16/2018","MANHATTAN","12"
"04/10/2019","MANHATTAN","10"
"03/21/2022","QUEENS","3"
"11/16/2018","MANHATTAN","6"
"12/14/2018","BRONX","25"
"04/29/2024","BRONX","4"
"08/26/2019","STATEN ISLAND","1"
"03/26/2025","MANHATTAN","15"
"02/01/2017","STATEN ISLAND","4"
"01/24/2017","QUEENS","14"
"01/03/2017","STATEN ISLAND","5"
"06/20/2023","BRONX","31"
"12/06/2017","BROOKLYN","36"
"05/12/2017","BRONX","45"
"06/06/2019","QUEENS","9"
"03/13/2025","BRONX","29"
"11/16/2017","BRONX","34"
"04/10/2017","MANHATTAN","17"
"03/04/2025","BRONX","40"
"04/06/2023","BRONX","18"
"09/27/2018","STATEN ISLAND","1"
"01/10/2020","QUEENS","22"
"06/28/2022","QUEENS","5"
"11/09/2022","QUEENS","3"
"09/11/2023","BRONX","18"
"01/17/2018","BRONX","47"
"06/19/2019","MANHATTAN","3"
"01/24/2025","BRONX","8"
"09/27/2023","BROOKLYN","19"
"07/10/2019","MANHATTAN","12"
"08/31/2022","QUEENS","2"
"03/05/2024","BROOKLYN","16"
"04/25/2017","STATEN ISLAND","7"
"01/25/2017","BRONX","45"
"06/05/2024","STATEN ISLAND","2"
"03/27/2024","QUEENS","14"
"11/28/2018","BRONX","35"
"01/30/2025","MANHATTAN","19"
"08/01/2022","STATEN ISLAND","1"
"01/10/2020","STATEN ISLAND","3"
"07/29/2022","BROOKLYN","5"
"12/18/2017","STATEN ISLAND","1"
"09/19/2019","BROOKLYN","18"
"02/03/2025","BROOKLYN","54"
"10/11/2022","STATEN ISLAND","1"
"02/23/2022","BROOKLYN","4"
"05/31/2017","BROOKLYN","20"
"08/14/2025","BRONX","29"
"01/18/2023","MANHATTAN","10"
"02/20/2024","BROOKLYN","17"
"12/05/2024","STATEN ISLAND","2"
"06/09/2017","BRONX","25"
"03/31/2017","BROOKLYN","19"
"02/03/2017","BRONX","30"
"01/14/2020","BROOKLYN","5"
"05/09/2023","BRONX","20"
"01/27/2023","QUEENS","5"
"02/28/2017","MANHATTAN","26"
"10/10/2017","STATEN ISLAND","8"
"07/21/2023","QUEENS","7"
"10/31/2017","STATEN ISLAND","4"
"08/29/2018","BROOKLYN","28"
"11/17/2022","STATEN ISLAND","1"
"04/02/2025","BRONX","35"
"12/10/2019","BROOKLYN","10"
"08/20/2025","BROOKLYN","8"
"09/28/2022","MANHATTAN","11"
"10/04/2018","BRONX","24"
"05/31/2022","BROOKLYN","10"
"09/12/2019","BRONX","34"
"10/12/2017","BROOKLYN","25"
"06/15/2018","QUEENS","13"
"01/24/2022","BROOKLYN","1"
"07/14/2023","MANHATTAN","5"
"10/04/2018","BROOKLYN","30"
"01/30/2020","STATEN ISLAND","1"
"08/26/2022","BROOKLYN","2"
"07/01/2025","BRONX","15"
"09/12/2023","QUEENS","3"
"03/02/2017","MANHATTAN","8"
"01/19/2017","BRONX","48"
"10/21/2019","QUEENS","16"
"06/12/2017","MANHATTAN","16"
"02/08/2017","BROOKLYN","21"
"11/14/2019","QUEENS","7"
"03/01/2018","MANHATTAN","10"
"10/26/2023","QUEENS","6"
"04/04/2017","BROOKLYN","22"
"02/26/2025","MANHATTAN","9"
"12/02/2019","QUEENS","6"
"09/17/2018","QUEENS","36"
"08/03/2021","BROOKLYN","2"
"05/01/2025","QUEENS","32"
"06/17/2024","BRONX","9"
"01/23/2018","MANHATTAN","12"
"04/24/2025","QUEENS","44"
"10/27/2017","BROOKLYN","11"
"09/06/2017","STATEN ISLAND","2"
"07/24/2017","BROOKLYN","9"
"10/24/2024","QUEENS","17"
"05/22/2018","MANHATTAN","20"
"09/18/2025","BRONX","9"
"03/12/2019","MANHATTAN","19"
"09/26/2022","BRONX","3"
"07/26/2022","BRONX","1"
"01/09/2025","QUEENS","24"
"01/07/2020","BROOKLYN","29"
"03/10/2017","STATEN ISLAND","1"
"05/02/2017","BRONX","32"
"03/25/2024","BROOKLYN","25"
"06/07/2022","BROOKLYN","3"
"02/10/2023","QUEENS","3"
"05/24/2018","MANHATTAN","20"
"07/22/2022","QUEENS","1"
"08/21/2023","QUEENS","24"
"11/02/2017","BROOKLYN","12"
"10/08/2025","QUEENS","15"
"03/25/2025","STATEN ISLAND","2"
"04/10/2023","BROOKLYN","7"
"04/04/2025","BRONX","16"
"08/01/2022","BROOKLYN","22"
"08/20/2018","BROOKLYN","37"
"12/04/2019","QUEENS","5"
"09/27/2017","STATEN ISLAND","5"
"05/29/2024","BROOKLYN","31"
"12/14/2018","MANHATTAN","11"
"01/05/2024","BRONX","18"
"07/17/2019","BROOKLYN","50"
"08/28/2019","STATEN ISLAND","7"
"11/01/2018","STATEN ISLAND","4"
"02/20/2019","BROOKLYN","57"
"03/10/2020","BROOKLYN","2"
"03/28/2017","STATEN ISLAND","3"
"04/01/2019","BROOKLYN","44"
"08/14/2025","BROOKLYN","15"
"05/18/2017","QUEENS","17"
"12/18/2017","MANHATTAN","18"
"03/12/2020","BRONX","20"
"02/14/2017","BRONX","32"
"01/12/2024","BROOKLYN","24"
"10/24/2018","BROOKLYN","41"
"05/08/2017","MANHATTAN","16"
"08/08/2024","STATEN ISLAND","2"
"10/28/2022","BROOKLYN","9"
"02/03/2023","BRONX","13"
"01/16/2018","BROOKLYN","30"
"12/06/2021","BRONX","2"
"10/18/2019","MANHATTAN","2"
"06/23/2025","BRONX","14"
"05/22/2019","BROOKLYN","30"
"01/29/2019","BROOKLYN","9"
"05/01/2023","BROOKLYN","16"
"10/24/2024","BRONX","41"
"11/12/2019","BROOKLYN","4"
"06/23/2022","STATEN ISLAND","1"
"10/30/2024","STATEN ISLAND","1"
"05/23/2022","STATEN ISLAND","2"
"05/31/2023","QUEENS","4"
"05/19/2025","QUEENS","14"
"07/30/2021","BRONX","1"
"01/26/2024","QUEENS","6"
"07/06/2022","STATEN ISLAND","2"
"05/29/2024","QUEENS","13"
"10/24/2023","MANHATTAN","17"
"06/07/2018","QUEENS","21"
"07/25/2024","BROOKLYN","15"
"11/29/2017","STATEN ISLAND","4"
"06/28/2022","BROOKLYN","5"
"11/15/2021","MANHATTAN","2"
"07/15/2022","BRONX","4"
"03/08/2018","STATEN ISLAND","9"
"08/01/2018","QUEENS","15"
"11/01/2017","QUEENS","24"
"01/31/2018","QUEENS","11"
"01/15/2020","BRONX","17"
"12/07/2017","QUEENS","27"
"08/19/2024","MANHATTAN","4"
"04/24/2018","STATEN ISLAND","5"
"06/22/2022","QUEENS","4"
"11/28/2018","BROOKLYN","32"
"02/06/2020","QUEENS","3"
"09/20/2018","BRONX","26"
"12/09/2019","QUEENS","11"
"06/08/2023","BRONX","2"
"07/24/2018","QUEENS","10"
"02/06/2019","QUEENS","5"
"02/27/2018","BROOKLYN","24"
"05/10/2018","BROOKLYN","21"
"04/19/2024","MANHATTAN","5"
"02/05/2019","MANHATTAN","16"
"09/30/2025","STATEN ISLAND","1"
"07/12/2017","QUEENS","16"
"03/01/2024","STATEN ISLAND","8"
"03/15/2023","BRONX","1"
"11/23/2018","QUEENS","6"
"09/30/2024","QUEENS","24"
"01/13/2025","BROOKLYN","46"
"10/31/2022","QUEENS","2"
"10/10/2019","BRONX","21"
"04/27/2017","STATEN ISLAND","6"
"12/16/2019","MANHATTAN","18"
"02/16/2018","BRONX","32"
"08/15/2023","MANHATTAN","20"
"02/11/2025","BRONX","20"
"06/14/2019","MANHATTAN","2"
"03/16/2023","MANHATTAN","9"
"08/18/2022","STATEN ISLAND","1"
"06/13/2018","QUEENS","21"
"01/11/2019","QUEENS","29"
"03/04/2022","MANHATTAN","1"
"04/28/2025","MANHATTAN","13"
"09/22/2025","BROOKLYN","19"
"10/09/2019","QUEENS","13"
"12/13/2022","BROOKLYN","6"
"03/02/2023","MANHATTAN","12"
"12/28/2020","BROOKLYN","2"
"12/21/2022","BRONX","1"
"06/19/2017","QUEENS","22"
"10/30/2017","BRONX","21"
"04/18/2017","BROOKLYN","26"
"08/25/2025","BROOKLYN","28"
"04/17/2023","STATEN ISLAND","2"
"09/28/2023","STATEN ISLAND","2"
"07/27/2023","MANHATTAN","7"
"05/17/2019","BRONX","14"
"05/01/2019","BROOKLYN","59"
"05/16/2024","QUEENS","41"
"08/13/2018","BROOKLYN","17"
"12/04/2017","BRONX","30"
"07/14/2025","STATEN ISLAND","3"
"09/19/2022","QUEENS","3"
"04/03/2025","QUEENS","15"
"06/30/2025","QUEENS","16"
"12/05/2022","STATEN ISLAND","5"
"11/09/2017","BROOKLYN","32"
"02/13/2018","BROOKLYN","33"
"01/30/2023","MANHATTAN","6"
"08/07/2024","MANHATTAN","3"
"06/11/2018","QUEENS","26"
"02/02/2017","STATEN ISLAND","8"
"05/24/2022","BRONX","7"
"08/20/2025","BRONX","3"
"03/25/2019","BROOKLYN","22"
"01/15/2025","QUEENS","38"
"02/01/2023","MANHATTAN","7"
"08/29/2017","BRONX","40"
"02/28/2019","BRONX","45"
"11/01/2017","MANHATTAN","7"
"03/07/2017","BROOKLYN","38"
"10/17/2024","MANHATTAN","48"
"05/06/2025","BRONX","24"
"04/21/2022","MANHATTAN","1"
"01/09/2017","MANHATTAN","18"
"05/03/2019","STATEN ISLAND","3"
"08/02/2019","BRONX","18"
"12/10/2019","BRONX","24"
"03/03/2023","MANHATTAN","7"
"06/27/2025","BRONX","60"
"09/01/2021","QUEENS","3"
"11/09/2018","MANHATTAN","8"
"12/18/2017","QUEENS","8"
"02/21/2024","BROOKLYN","8"
"08/23/2021","BROOKLYN","2"
"10/29/2024","BROOKLYN","6"
"02/03/2020","QUEENS","17"
"07/26/2024","STATEN ISLAND","1"
"07/26/2023","MANHATTAN","13"
"11/07/2019","BRONX","40"
"05/09/2024","BRONX","32"
"04/22/2024","BROOKLYN","27"
"04/16/2018","BROOKLYN","37"
"09/06/2022","QUEENS","5"
"02/27/2020","MANHATTAN","12"
"11/14/2017","QUEENS","13"
"06/06/2019","BROOKLYN","2"
"11/30/2018","MANHATTAN","13"
"12/11/2019","BRONX","29"
"10/22/2024","BRONX","41"
"12/20/2022","BRONX","9"
"11/14/2023","BRONX","37"
"07/11/2025","STATEN ISLAND","10"
"09/04/2019","STATEN ISLAND","3"
"08/09/2018","QUEENS","23"
"01/22/2019","BRONX","32"
"06/18/2019","BRONX","38"
"12/13/2024","BRONX","30"
"07/01/2019","QUEENS","20"
"04/06/2018","QUEENS","15"
"09/25/2019","BRONX","27"
"05/03/2017","STATEN ISLAND","1"
"06/02/2017","BRONX","23"
"07/13/2022","MANHATTAN","3"
"08/30/2017","STATEN ISLAND","1"
"10/04/2024","QUEENS","29"
"07/07/2022","BROOKLYN","5"
"06/27/2017","MANHATTAN","24"
"08/30/2022","STATEN ISLAND","2"
"10/20/2017","BROOKLYN","28"
"08/07/2018","STATEN ISLAND","3"
"02/01/2018","BROOKLYN","23"
"04/30/2024","QUEENS","19"
"01/02/2018","QUEENS","8"
"10/11/2024","STATEN ISLAND","2"
"07/22/2021","BROOKLYN","1"
"10/20/2017","QUEENS","8"
"04/13/2017","STATEN ISLAND","6"
"12/05/2024","MANHATTAN","39"
"10/05/2023","BROOKLYN","6"
"10/20/2023","STATEN ISLAND","1"
"04/22/2019","QUEENS","20"
"06/07/2023","BRONX","3"
"03/23/2018","MANHATTAN","13"
"06/26/2025","BROOKLYN","22"
"04/29/2024","STATEN ISLAND","2"
"08/09/2018","STATEN ISLAND","4"
"10/01/2024","STATEN ISLAND","2"
"02/13/2019","BROOKLYN","24"
"11/21/2017","MANHATTAN","19"
"03/08/2017","BROOKLYN","26"
"07/11/2022","STATEN ISLAND","5"
"07/03/2024","BROOKLYN","12"
"08/24/2018","STATEN ISLAND","6"
"02/04/2020","BRONX","21"
"08/07/2019","STATEN ISLAND","2"
"06/01/2023","QUEENS","13"
"08/22/2019","QUEENS","15"
"08/25/2025","BRONX","30"
"09/12/2023","STATEN ISLAND","1"
"09/17/2024","QUEENS","1"
"01/17/2019","BROOKLYN","8"
"05/07/2018","BROOKLYN","36"
"06/18/2025","MANHATTAN","6"
"05/03/2024","QUEENS","14"
"08/18/2023","QUEENS","4"
"11/15/2023","BRONX","11"
"11/03/2021","BROOKLYN","1"
"04/11/2018","BROOKLYN","42"
"06/26/2023","STATEN ISLAND","2"
"01/23/2024","STATEN ISLAND","3"
"08/29/2024","QUEENS","25"
"03/28/2018","MANHATTAN","11"
"10/02/2018","MANHATTAN","14"
"07/06/2022","BROOKLYN","21"
"04/05/2022","QUEENS","10"
"03/27/2017","QUEENS","9"
"12/27/2024","MANHATTAN","1"
"03/29/2017","MANHATTAN","3"
"04/29/2022","BROOKLYN","2"
"06/16/2017","MANHATTAN","10"
"03/27/2019","STATEN ISLAND","3"
"02/08/2017","QUEENS","16"
"09/30/2022","MANHATTAN","3"
"06/27/2018","BRONX","33"
"11/09/2018","BROOKLYN","34"
"02/25/2025","MANHATTAN","38"
"05/17/2017","BROOKLYN","28"
"10/28/2019","BRONX","14"
"08/30/2024","MANHATTAN","2"
"01/23/2020","BRONX","42"
"11/09/2023","QUEENS","7"
"12/14/2023","BRONX","44"
"04/25/2023","STATEN ISLAND","2"
"01/26/2018","MANHATTAN","3"
"03/14/2024","MANHATTAN","23"
"12/15/2023","BROOKLYN","14"
"08/23/2018","QUEENS","18"
"05/24/2019","MANHATTAN","7"
"12/11/2018","QUEENS","8"
"06/12/2019","BRONX","9"
"02/10/2022","STATEN ISLAND","2"
"04/18/2024","MANHATTAN","5"
"01/07/2025","QUEENS","7"
"02/09/2024","BRONX","1"
"04/11/2019","STATEN ISLAND","3"
