"CMPLNT_FR_DT","BORO_NM","count"
"07/06/2011","MANHATTAN","353"
"07/05/2002","BROOKLYN","1"
"05/20/2015","STATEN ISLAND","86"
"01/18/2023","QUEENS","327"
"10/29/2011","BROOKLYN","363"
"05/20/2008","BROOKLYN","413"
"08/07/2023","(null)","2"
"04/16/2024","(null)","1"
"10/31/2011","STATEN ISLAND","70"
"11/30/2012","MANHATTAN","349"
"08/18/2019","BRONX","252"
"05/17/2024","QUEENS","381"
"10/23/2000","BRONX","1"
"05/27/2013","BRONX","266"
"08/24/2007","BRONX","352"
"12/20/2009","BROOKLYN","297"
"06/17/2022","BRONX","353"
"12/16/2014","BRONX","265"
"12/26/2015","STATEN ISLAND","58"
"01/13/2021","BRONX","230"
"03/07/2022","(null)","4"
"04/28/2021","BRONX","240"
"01/02/2017","BROOKLYN","333"
"04/21/2016","MANHATTAN","397"
"08/01/2001","MANHATTAN","5"
"01/12/2012","MANHATTAN","302"
"02/05/1996","BROOKLYN","1"
"05/30/2021","BROOKLYN","260"
"10/02/2007","MANHATTAN","352"
"11/02/2014","MANHATTAN","251"
"08/07/2022","QUEENS","334"
"05/26/2001","QUEENS","1"
"08/05/2010","BRONX","297"
"04/02/2020","STATEN ISLAND","35"
"11/08/2015","MANHATTAN","266"
"05/02/2021","BROOKLYN","320"
"07/10/2024","QUEENS","357"
"05/29/2008","QUEENS","293"
"03/01/2012","MANHATTAN","357"
"05/21/2005","STATEN ISLAND","1"
"02/09/2015","BRONX","195"
"02/27/2020","BRONX","265"
"03/09/2018","STATEN ISLAND","48"
"10/16/2022","BROOKLYN","409"
"02/19/2006","MANHATTAN","236"
"11/10/2019","QUEENS","234"
"10/03/2008","MANHATTAN","431"
"06/15/2008","BRONX","267"
"02/22/2022","QUEENS","282"
"11/01/1983","QUEENS","1"
"06/11/2024","BRONX","341"
"04/26/2018","BRONX","301"
"11/01/1995","QUEENS","1"
"08/19/2011","MANHATTAN","355"
"12/02/2017","BROOKLYN","390"
"08/04/2021","BROOKLYN","361"
"12/20/2006","QUEENS","302"
"01/15/2024","MANHATTAN","297"
"07/31/2018","STATEN ISLAND","64"
"10/23/2006","BRONX","302"
"10/18/2011","MANHATTAN","367"
"03/20/2011","STATEN ISLAND","61"
"05/25/2007","BROOKLYN","511"
"06/06/2010","STATEN ISLAND","58"
"11/24/2013","STATEN ISLAND","43"
"02/19/2011","QUEENS","256"
"02/14/2015","BROOKLYN","330"
"01/06/2022","MANHATTAN","341"
"07/01/2024","(null)","19"
"05/06/2009","QUEENS","308"
"12/20/2022","BROOKLYN","381"
"01/11/2016","BROOKLYN","374"
"02/28/2001","BROOKLYN","1"
"03/15/2008","STATEN ISLAND","78"
"04/20/2002","QUEENS","1"
"02/04/2006","MANHATTAN","347"
"10/01/2004","QUEENS","8"
"06/04/2012","BROOKLYN","391"
"12/01/1996","BROOKLYN","1"
"11/03/2011","STATEN ISLAND","59"
"04/22/2019","BRONX","246"
"03/22/2003","BROOKLYN","2"
"12/13/2011","MANHATTAN","306"
"02/14/2006","BRONX","272"
"07/15/2018","MANHATTAN","292"
"04/11/2022","QUEENS","309"
"01/06/2007","BROOKLYN","409"
"12/23/2021","MANHATTAN","294"
"11/29/2024","STATEN ISLAND","58"
"09/28/2010","STATEN ISLAND","62"
"11/28/2013","QUEENS","233"
"05/10/2009","BRONX","297"
"12/26/2024","MANHATTAN","252"
"10/25/2016","BRONX","284"
"02/13/2019","QUEENS","231"
"01/07/2016","MANHATTAN","333"
"11/08/2002","MANHATTAN","1"
"11/07/2013","BROOKLYN","381"
"07/28/2022","STATEN ISLAND","66"
"12/18/2011","STATEN ISLAND","53"
"07/24/2012","QUEENS","296"
"07/27/2017","BRONX","301"
"04/13/2023","BRONX","356"
"06/18/2007","STATEN ISLAND","88"
"02/27/2009","BRONX","339"
"12/24/2013","BROOKLYN","370"
"05/01/2004","BROOKLYN","6"
"07/08/2023","MANHATTAN","391"
"11/15/2011","MANHATTAN","326"
"08/22/2021","BRONX","234"
"03/16/2017","BROOKLYN","361"
"04/06/2004","BROOKLYN","1"
"06/08/2005","MANHATTAN","1"
"02/11/2013","BRONX","214"
"04/15/2003","QUEENS","3"
"09/28/2007","BRONX","340"
"10/12/2015","STATEN ISLAND","45"
"02/25/2005","BROOKLYN","5"
"07/06/2023","STATEN ISLAND","80"
"02/15/1970","QUEENS","1"
"04/25/2006","QUEENS","272"
"08/15/2012","MANHATTAN","323"
"12/23/2021","BROOKLYN","379"
"10/10/2020","MANHATTAN","303"
"08/03/2006","(null)","1"
"07/03/2017","QUEENS","280"
"04/08/2005","BRONX","2"
"04/20/2019","BROOKLYN","362"
"08/31/2020","QUEENS","253"
"08/01/1987","QUEENS","1"
"04/10/2015","BROOKLYN","370"
"09/19/2017","BRONX","259"
"12/04/1972","MANHATTAN","1"
"09/11/2020","MANHATTAN","313"
"12/31/2023","MANHATTAN","314"
"04/03/2017","MANHATTAN","322"
"08/09/2018","BRONX","307"
"09/27/2005","BROOKLYN","3"
"05/25/2007","BRONX","340"
"03/09/2011","BRONX","328"
"07/21/2022","BROOKLYN","427"
"02/27/2004","BROOKLYN","2"
"01/22/2023","BROOKLYN","331"
"06/03/2006","BRONX","259"
"10/22/1999","BROOKLYN","1"
"04/01/2009","BRONX","384"
"10/03/2019","STATEN ISLAND","67"
"03/07/2005","BRONX","1"
"02/24/2016","QUEENS","234"
"07/27/2007","MANHATTAN","431"
"11/09/2012","BRONX","276"
"07/06/2015","STATEN ISLAND","47"
"06/19/2006","MANHATTAN","374"
"11/10/2020","MANHATTAN","266"
"03/08/2011","STATEN ISLAND","77"
"07/24/2015","BROOKLYN","455"
"03/29/2020","BRONX","148"
"10/07/2011","BRONX","316"
"11/04/2008","QUEENS","216"
"04/15/2010","MANHATTAN","372"
"02/11/2014","STATEN ISLAND","47"
"03/16/2022","QUEENS","324"
"04/09/2002","(null)","1"
"06/05/2018","BROOKLYN","426"
"07/31/2011","QUEENS","236"
"09/25/2015","BROOKLYN","406"
"05/21/2015","MANHATTAN","317"
"12/14/2019","STATEN ISLAND","40"
"07/22/2015","MANHATTAN","372"
"01/02/2007","BROOKLYN","491"
"09/15/2008","(null)","2"
"11/22/2014","BROOKLYN","355"
"09/20/2021","STATEN ISLAND","56"
"11/22/2016","BRONX","268"
"06/20/2010","BRONX","267"
"06/10/2000","BRONX","2"
"08/09/2007","BROOKLYN","422"
"01/16/2020","QUEENS","258"
"01/03/2012","BRONX","281"
"02/02/2012","BRONX","329"
"11/19/2006","STATEN ISLAND","62"
"01/04/2000","STATEN ISLAND","1"
"09/01/2016","QUEENS","313"
"06/23/2022","MANHATTAN","414"
"06/24/2009","BRONX","302"
"09/28/2015","STATEN ISLAND","76"
"11/10/2022","BROOKLYN","410"
"05/05/2019","MANHATTAN","276"
"07/17/2024","(null)","3"
"05/07/2017","QUEENS","238"
"05/04/2014","BROOKLYN","370"
"01/10/2022","MANHATTAN","306"
"01/01/1986","MANHATTAN","2"
"08/06/2017","STATEN ISLAND","62"
"08/14/2005","BROOKLYN","4"
"04/04/2012","BRONX","348"
"09/15/2010","QUEENS","288"
"07/13/2023","BROOKLYN","430"
"11/22/2019","BRONX","271"
"04/29/2011","QUEENS","290"
"04/07/2014","BROOKLYN","361"
"11/04/2022","BRONX","343"
"08/19/2018","BROOKLYN","329"
"09/17/2018","BROOKLYN","410"
"03/17/2020","STATEN ISLAND","49"
"02/29/2012","BROOKLYN","381"
"07/20/2012","QUEENS","286"
"06/09/2016","MANHATTAN","332"
"07/29/2002","QUEENS","1"
"01/13/2024","STATEN ISLAND","60"
"09/01/1986","QUEENS","1"
"06/24/2017","STATEN ISLAND","67"
"04/16/2012","BROOKLYN","434"
"07/06/2008","STATEN ISLAND","68"
"02/21/2017","MANHATTAN","259"
"01/30/2006","BRONX","291"
"06/05/2022","STATEN ISLAND","66"
"06/24/2007","BROOKLYN","402"
"04/09/2014","STATEN ISLAND","61"
"05/10/2018","QUEENS","284"
"04/30/2008","BRONX","318"
"10/02/2022","STATEN ISLAND","53"
"06/14/2006","BROOKLYN","464"
"01/25/2009","QUEENS","230"
"09/18/2019","BROOKLYN","396"
"04/17/2012","MANHATTAN","368"
"06/26/2022","MANHATTAN","415"
"03/17/2008","STATEN ISLAND","83"
"09/18/2011","STATEN ISLAND","46"
"04/01/2005","BRONX","7"
"09/30/2015","BROOKLYN","368"
"09/06/2015","STATEN ISLAND","48"
"09/04/2009","QUEENS","308"
"08/17/2013","BROOKLYN","438"
"03/04/2016","BRONX","261"
"12/28/2018","BRONX","240"
"01/14/2013","QUEENS","230"
"06/02/2012","MANHATTAN","358"
"05/23/2018","STATEN ISLAND","62"
"05/08/2011","BROOKLYN","348"
"06/18/2006","BRONX","259"
"10/12/2006","STATEN ISLAND","81"
"01/24/2023","BRONX","351"
"10/23/2024","QUEENS","369"
"11/06/2022","STATEN ISLAND","65"
"08/12/2003","MANHATTAN","1"
"07/11/2006","QUEENS","302"
"02/15/2015","QUEENS","210"
"03/15/2006","STATEN ISLAND","59"
"04/24/2007","MANHATTAN","368"
"08/09/2022","QUEENS","349"
"03/23/2013","STATEN ISLAND","55"
"06/22/2024","STATEN ISLAND","65"
"03/25/1017","BRONX","1"
"08/18/2017","STATEN ISLAND","57"
"03/01/2008","QUEENS","381"
"09/25/2008","BROOKLYN","424"
"06/28/2019","MANHATTAN","360"
"12/20/2013","BROOKLYN","470"
"10/05/2006","STATEN ISLAND","71"
"01/06/2009","MANHATTAN","325"
"02/26/2010","QUEENS","180"
"06/12/2021","QUEENS","258"
"09/02/1965","BRONX","1"
"04/29/2021","BROOKLYN","315"
"06/16/2024","QUEENS","343"
"07/22/2011","MANHATTAN","323"
"09/27/2024","STATEN ISLAND","74"
"07/05/2003","STATEN ISLAND","1"
"05/10/2015","QUEENS","297"
"07/12/2020","STATEN ISLAND","35"
"11/19/2020","QUEENS","235"
"12/07/2009","QUEENS","268"
"01/31/2021","(null)","1"
"03/23/2020","BROOKLYN","214"
"03/08/2009","BROOKLYN","352"
"05/21/2008","BRONX","360"
"12/10/2020","BRONX","241"
"10/16/2012","MANHATTAN","282"
"08/29/2013","MANHATTAN","329"
"11/24/2014","MANHATTAN","327"
"04/22/2017","BROOKLYN","363"
"04/21/2019","MANHATTAN","253"
"02/04/2020","MANHATTAN","355"
"10/12/2020","MANHATTAN","260"
"07/03/2013","MANHATTAN","300"
"04/26/2024","(null)","3"
"01/15/2013","STATEN ISLAND","44"
"08/31/2007","(null)","2"
"08/30/2014","MANHATTAN","359"
"07/02/2018","MANHATTAN","264"
"01/24/2010","BRONX","240"
"01/11/2010","MANHATTAN","277"
"12/31/2007","BROOKLYN","329"
"11/01/2001","BROOKLYN","11"
"03/19/2018","QUEENS","215"
"06/15/2006","BROOKLYN","489"
"01/23/2017","BROOKLYN","336"
"12/20/2024","STATEN ISLAND","47"
"01/24/2024","BROOKLYN","472"
"11/17/2009","BRONX","385"
"08/11/2015","MANHATTAN","280"
"07/24/2007","MANHATTAN","425"
"07/10/2020","STATEN ISLAND","37"
"11/14/2003","MANHATTAN","2"
"11/20/2011","BRONX","264"
"05/20/2013","QUEENS","299"
"03/08/2002","MANHATTAN","1"
"06/11/2009","MANHATTAN","354"
"09/10/2024","(null)","3"
"10/06/2007","QUEENS","321"
"10/07/2008","BRONX","308"
"12/05/2021","BRONX","297"
"08/08/2024","QUEENS","327"
"07/26/2017","BROOKLYN","404"
"02/10/2022","(null)","7"
"12/09/2024","BROOKLYN","388"
"07/26/2018","QUEENS","236"
"09/27/2010","STATEN ISLAND","61"
"05/20/2011","STATEN ISLAND","81"
"08/20/2011","QUEENS","301"
"12/31/2015","STATEN ISLAND","66"
"01/22/2012","QUEENS","185"
"05/13/2018","QUEENS","236"
"03/04/2004","BROOKLYN","1"
"11/07/2009","BROOKLYN","374"
"05/31/2007","MANHATTAN","369"
"07/26/2009","MANHATTAN","297"
"12/07/2005","BRONX","9"
"07/26/2013","STATEN ISLAND","77"
"11/07/2022","STATEN ISLAND","83"
"10/07/2016","BRONX","313"
"05/18/2009","MANHATTAN","315"
"09/19/2012","BRONX","278"
"12/11/2022","BROOKLYN","330"
"04/05/2024","BRONX","371"
"10/12/2023","STATEN ISLAND","68"
"10/22/2010","STATEN ISLAND","66"
"06/05/2016","BRONX","273"
"03/30/2017","BRONX","274"
"11/24/2020","MANHATTAN","268"
"09/29/2022","BROOKLYN","402"
"11/12/2010","QUEENS","302"
"02/23/2024","BRONX","339"
"05/18/2007","BROOKLYN","468"
"01/16/2016","STATEN ISLAND","64"
"01/12/2022","(null)","2"
"10/07/2019","STATEN ISLAND","47"
"11/20/2014","QUEENS","261"
"09/11/2022","STATEN ISLAND","61"
"06/30/2019","STATEN ISLAND","54"
"05/15/2001","BRONX","1"
"03/12/2023","(null)","4"
"06/29/2015","QUEENS","234"
"02/03/2022","BRONX","296"
"11/08/2014","BROOKLYN","364"
"01/01/2019","BROOKLYN","649"
"11/30/2023","BRONX","327"
"02/01/2013","STATEN ISLAND","73"
"10/17/2020","BRONX","240"
"06/01/2016","MANHATTAN","461"
"05/05/2023","BROOKLYN","458"
"09/01/2006","STATEN ISLAND","77"
"03/10/2023","(null)","2"
"11/23/2015","STATEN ISLAND","42"
"01/29/2017","BRONX","252"
"04/07/2018","STATEN ISLAND","45"
"06/01/2020","MANHATTAN","886"
"02/18/2012","MANHATTAN","371"
"04/06/2019","QUEENS","231"
"12/20/2005","QUEENS","31"
"09/24/2014","BROOKLYN","466"
"11/24/2024","BRONX","321"
"09/03/2017","MANHATTAN","252"
"02/17/2015","BROOKLYN","304"
"07/18/2006","MANHATTAN","389"
"08/12/2005","BRONX","2"
"04/13/2020","BROOKLYN","222"
"07/25/2012","QUEENS","298"
"07/23/2017","BROOKLYN","416"
"07/18/2021","MANHATTAN","281"
"09/09/2014","QUEENS","265"
"06/14/2015","BRONX","296"
"11/01/2013","QUEENS","398"
"04/07/2004","MANHATTAN","1"
"02/07/2012","BRONX","328"
"04/04/2002","BROOKLYN","1"
"05/12/2021","MANHATTAN","320"
"02/26/2021","BRONX","268"
"07/27/2018","MANHATTAN","347"
"09/05/2014","STATEN ISLAND","66"
"06/17/2023","BRONX","306"
"09/15/2016","MANHATTAN","368"
"12/10/2015","BRONX","286"
"05/15/2022","QUEENS","335"
"05/04/2023","MANHATTAN","367"
"04/04/2021","MANHATTAN","237"
"10/23/2002","BRONX","2"
"09/01/2022","BROOKLYN","499"
"01/01/2017","STATEN ISLAND","121"
"01/20/2010","MANHATTAN","359"
"10/28/2018","QUEENS","264"
"06/28/2011","BRONX","323"
"05/11/2016","MANHATTAN","321"
"03/22/2023","QUEENS","341"
"05/13/2024","BRONX","337"
"02/13/2020","STATEN ISLAND","34"
"12/21/2015","BRONX","247"
"03/25/2022","QUEENS","301"
"03/26/2019","QUEENS","253"
"11/20/2013","BRONX","321"
"12/26/2019","BROOKLYN","325"
"05/24/2006","BROOKLYN","463"
"02/25/2014","BROOKLYN","395"
"08/16/2024","BROOKLYN","494"
"08/28/2014","MANHATTAN","365"
"05/30/2020","MANHATTAN","335"
"03/14/2024","BROOKLYN","472"
"08/07/2009","BRONX","355"
"11/05/2021","BRONX","305"
"08/16/2007","MANHATTAN","388"
"12/28/1996","BRONX","1"
"04/14/2021","BROOKLYN","324"
"03/16/2006","QUEENS","289"
"02/26/2014","QUEENS","241"
"05/14/2006","BRONX","223"
"08/20/2022","(null)","2"
"02/21/2007","STATEN ISLAND","67"
"08/16/2021","BRONX","261"
"10/18/2012","BRONX","343"
"05/20/2022","QUEENS","340"
"01/16/2019","MANHATTAN","290"
"01/29/2009","BROOKLYN","403"
"01/20/2009","STATEN ISLAND","62"
"01/07/2012","MANHATTAN","307"
"04/09/2006","MANHATTAN","292"
"10/19/2015","STATEN ISLAND","56"
"01/20/2006","MANHATTAN","397"
"11/01/2000","BRONX","5"
"04/10/2007","MANHATTAN","367"
"07/17/2020","BROOKLYN","374"
"12/26/2021","(null)","2"
"09/20/2007","BRONX","359"
"03/17/2006","QUEENS","313"
"02/16/2016","BRONX","266"
"05/04/2022","BROOKLYN","385"
"12/01/2024","(null)","1"
"01/26/2019","BRONX","270"
"11/03/2005","BROOKLYN","13"
"05/21/2022","(null)","1"
"12/12/2012","BRONX","297"
"09/22/2017","QUEENS","267"
"05/16/2022","STATEN ISLAND","55"
"11/04/2006","STATEN ISLAND","86"
"07/01/2020","STATEN ISLAND","67"
"12/22/2018","BRONX","286"
"01/17/2015","MANHATTAN","322"
"02/09/2019","MANHATTAN","312"
"04/07/2015","STATEN ISLAND","60"
"01/03/2022","(null)","6"
"01/01/2005","BRONX","97"
"04/15/2021","BRONX","219"
"02/26/2016","MANHATTAN","340"
"07/25/2023","BRONX","340"
"10/02/2010","MANHATTAN","376"
"07/05/2002","MANHATTAN","1"
"02/17/2016","BRONX","252"
"03/24/2018","BROOKLYN","361"
"03/20/2005","MANHATTAN","2"
"10/20/1974","BRONX","1"
"07/19/2005","BRONX","1"
"10/15/2022","MANHATTAN","379"
"09/03/2006","BRONX","273"
"09/07/2002","BRONX","2"
"05/24/2010","BROOKLYN","388"
"02/15/2015","STATEN ISLAND","45"
"07/13/2009","MANHATTAN","320"
"11/16/2009","QUEENS","295"
"08/21/2021","BRONX","269"
"08/23/2000","MANHATTAN","1"
"01/24/2003","BROOKLYN","2"
"11/26/2024","(null)","2"
"08/28/2007","(null)","1"
"12/22/2001","QUEENS","1"
"08/19/2003","MANHATTAN","1"
"07/22/2014","BRONX","286"
"04/29/2024","QUEENS","339"
"10/13/2018","MANHATTAN","275"
"05/17/2010","BROOKLYN","424"
"08/22/2009","BROOKLYN","420"
"01/21/2001","MANHATTAN","1"
"08/04/2013","BROOKLYN","383"
"09/19/1966","BROOKLYN","1"
"07/08/2018","MANHATTAN","273"
"07/28/2019","QUEENS","295"
"09/02/2013","BROOKLYN","489"
"06/22/2011","BROOKLYN","457"
"04/15/2023","STATEN ISLAND","54"
"08/16/2012","MANHATTAN","369"
"11/02/2023","(null)","3"
"10/20/2008","MANHATTAN","344"
"01/02/2016","BRONX","270"
"05/11/2000","BROOKLYN","1"
"09/10/2005","QUEENS","2"
"08/10/2008","QUEENS","259"
"02/24/2005","BROOKLYN","4"
"05/01/1975","MANHATTAN","1"
"11/03/2013","BROOKLYN","379"
"11/20/2021","STATEN ISLAND","59"
"08/20/2004","STATEN ISLAND","1"
"09/10/2009","MANHATTAN","397"
"08/26/2020","BROOKLYN","352"
"11/06/2010","BROOKLYN","434"
"11/13/2017","MANHATTAN","286"
"08/01/1996","MANHATTAN","1"
"01/25/2009","MANHATTAN","277"
"08/01/2024","BRONX","435"
"11/26/2008","MANHATTAN","369"
"08/20/2009","MANHATTAN","406"
"08/19/2006","MANHATTAN","322"
"02/24/2024","BRONX","298"
"11/11/2000","QUEENS","1"
"03/15/2020","QUEENS","255"
"11/19/2011","QUEENS","267"
"10/02/2008","STATEN ISLAND","61"
"05/18/2009","BRONX","299"
"10/03/2021","MANHATTAN","317"
"02/15/1013","BROOKLYN","1"
"03/12/2007","STATEN ISLAND","72"
"10/11/2010","BRONX","263"
"04/19/2005","BRONX","1"
"03/13/2012","BRONX","331"
"12/09/2023","MANHATTAN","383"
"11/29/2004","QUEENS","2"
"12/12/2014","STATEN ISLAND","69"
"09/11/2006","STATEN ISLAND","92"
"04/23/2004","BRONX","1"
"06/10/2021","(null)","1"
"02/14/2004","QUEENS","1"
"07/09/2012","STATEN ISLAND","59"
"08/23/2008","BRONX","319"
"02/07/2005","MANHATTAN","4"
"03/16/2005","MANHATTAN","3"
"08/29/2006","BROOKLYN","368"
"05/25/2013","STATEN ISLAND","67"
"09/13/2001","BRONX","1"
"04/16/2021","MANHATTAN","269"
"02/08/2002","BRONX","2"
"08/08/2023","BROOKLYN","490"
"08/03/2024","MANHATTAN","364"
"09/01/2015","BRONX","415"
"12/11/2006","STATEN ISLAND","79"
"12/19/2016","STATEN ISLAND","54"
"03/21/2017","STATEN ISLAND","54"
"08/23/2015","BROOKLYN","420"
"12/02/2019","MANHATTAN","276"
"04/02/2012","BROOKLYN","436"
"06/20/2011","QUEENS","264"
"12/23/2006","BRONX","287"
"03/05/2006","STATEN ISLAND","62"
"12/26/2017","BROOKLYN","316"
"12/12/2008","QUEENS","287"
"01/31/2000","BRONX","1"
"06/09/2010","BROOKLYN","371"
"06/11/2009","QUEENS","264"
"09/13/2022","BRONX","309"
"04/23/1924","STATEN ISLAND","1"
"05/10/2016","QUEENS","277"
"10/12/2012","BROOKLYN","464"
"07/03/2023","(null)","3"
"10/26/2010","QUEENS","271"
"10/13/2015","MANHATTAN","313"
"01/31/2018","BRONX","277"
"01/24/2023","MANHATTAN","334"
"06/06/2024","BROOKLYN","458"
"03/15/2016","STATEN ISLAND","57"
"06/21/2018","QUEENS","255"
"08/26/2013","MANHATTAN","283"
"06/17/2018","STATEN ISLAND","62"
"11/23/2011","BRONX","309"
"05/31/2021","QUEENS","240"
"08/29/2021","QUEENS","272"
"07/29/2008","(null)","1"
"11/04/2001","MANHATTAN","1"
"02/07/2012","QUEENS","252"
"02/01/2023","(null)","6"
"05/10/2020","BROOKLYN","285"
"11/05/2007","QUEENS","299"
"01/23/2020","STATEN ISLAND","66"
"05/13/2021","QUEENS","243"
"02/27/2001","MANHATTAN","1"
"10/14/2017","QUEENS","278"
"08/26/2008","BROOKLYN","486"
"01/17/2020","MANHATTAN","346"
"02/14/2018","QUEENS","223"
"06/12/2023","BROOKLYN","450"
"03/05/2015","BROOKLYN","323"
"08/07/2017","BROOKLYN","334"
"08/27/2008","BRONX","297"
"08/18/2006","MANHATTAN","407"
"10/10/2016","BRONX","253"
"06/28/2005","QUEENS","3"
"05/14/2009","MANHATTAN","344"
"01/07/2008","STATEN ISLAND","62"
"05/26/2021","BROOKLYN","356"
"11/28/2017","MANHATTAN","307"
"07/21/2016","BRONX","287"
"11/08/2002","BRONX","1"
"09/08/2006","QUEENS","325"
"07/06/2014","QUEENS","265"
"10/02/2012","MANHATTAN","321"
"11/17/2008","MANHATTAN","281"
"04/20/2006","BROOKLYN","459"
"08/17/2014","BROOKLYN","441"
"10/09/2013","STATEN ISLAND","80"
"09/10/2012","MANHATTAN","292"
"06/07/2018","BRONX","268"
"01/19/2007","MANHATTAN","390"
"10/05/2014","MANHATTAN","293"
"10/19/2005","BRONX","5"
"12/05/2007","MANHATTAN","331"
"01/04/2024","BRONX","333"
"06/18/2015","QUEENS","242"
"05/27/2023","BROOKLYN","455"
"06/14/2004","MANHATTAN","2"
"09/06/2019","QUEENS","237"
"11/18/2007","BROOKLYN","380"
"08/14/2014","STATEN ISLAND","62"
"02/09/2006","BROOKLYN","390"
"11/24/2011","BRONX","192"
"04/28/2019","BROOKLYN","331"
"02/10/2018","STATEN ISLAND","60"
"07/27/1986","BROOKLYN","1"
"04/20/2000","BRONX","1"
"12/09/2015","BRONX","265"
"05/01/2016","BRONX","299"
"10/01/1995","BROOKLYN","4"
"08/24/2022","STATEN ISLAND","59"
"09/13/2024","QUEENS","402"
"08/28/2009","QUEENS","285"
"11/19/2008","BRONX","323"
"07/27/2023","STATEN ISLAND","78"
"12/28/2023","STATEN ISLAND","65"
"03/03/2018","BRONX","253"
"08/18/2023","(null)","2"
"07/25/2008","QUEENS","307"
"10/15/2018","BROOKLYN","378"
"02/21/2021","BRONX","219"
"11/04/2016","BROOKLYN","465"
"02/24/2012","BRONX","256"
"01/03/2008","(null)","1"
"12/14/2010","BRONX","273"
"12/04/2002","BRONX","2"
"12/07/2008","BRONX","217"
"02/01/2007","STATEN ISLAND","71"
"06/26/2009","STATEN ISLAND","72"
"04/23/2018","MANHATTAN","330"
"12/23/2012","BRONX","261"
"07/05/2012","MANHATTAN","338"
"08/22/2001","STATEN ISLAND","1"
"10/11/2013","QUEENS","317"
"01/11/2003","BRONX","1"
"10/12/2012","BRONX","329"
"08/30/2008","BRONX","310"
"02/05/2014","STATEN ISLAND","45"
"11/11/2011","STATEN ISLAND","69"
"10/04/2016","MANHATTAN","301"
"11/18/2010","BRONX","349"
"01/30/2004","QUEENS","1"
"06/14/2018","STATEN ISLAND","64"
"08/23/2019","BRONX","280"
"01/05/2013","QUEENS","287"
"02/03/2022","(null)","8"
"04/01/1986","MANHATTAN","1"
"05/03/2006","BRONX","322"
"06/25/2018","MANHATTAN","281"
"03/18/2024","BROOKLYN","455"
"06/11/2006","MANHATTAN","346"
"04/03/2016","MANHATTAN","264"
"08/16/2021","QUEENS","275"
"09/19/2007","STATEN ISLAND","69"
"06/01/2011","STATEN ISLAND","98"
"03/02/2024","BROOKLYN","387"
"06/23/2017","QUEENS","281"
"02/08/2015","BRONX","248"
"03/14/2021","BRONX","211"
"02/06/2006","BROOKLYN","412"
"01/14/2019","STATEN ISLAND","45"
"01/07/2015","BRONX","231"
"06/06/2014","STATEN ISLAND","66"
"03/06/2020","STATEN ISLAND","43"
"11/15/2019","BROOKLYN","377"
"08/21/2024","BROOKLYN","439"
"05/03/2009","(null)","1"
"09/11/2011","BROOKLYN","366"
"08/17/2020","QUEENS","279"
"03/18/2010","MANHATTAN","378"
"07/15/2003","BRONX","1"
"12/19/2008","BROOKLYN","335"
"11/22/2022","BROOKLYN","397"
"10/01/2002","MANHATTAN","7"
"01/31/2009","(null)","1"
"05/11/2016","BRONX","369"
"03/31/2021","BRONX","220"
"01/04/1998","BROOKLYN","1"
"11/24/2021","BRONX","277"
"06/07/2009","BROOKLYN","393"
"06/19/2009","BRONX","364"
"11/02/2023","BROOKLYN","420"
"12/23/2009","(null)","1"
"10/04/2004","QUEENS","2"
"04/05/2009","MANHATTAN","318"
"02/27/2010","STATEN ISLAND","57"
"11/25/2011","BRONX","340"
"11/12/2004","STATEN ISLAND","1"
"10/08/2017","MANHATTAN","279"
"06/10/2013","BROOKLYN","358"
"03/11/2023","BROOKLYN","427"
"03/27/2015","STATEN ISLAND","61"
"03/27/2014","MANHATTAN","309"
"10/09/2023","BRONX","296"
"06/08/2024","(null)","4"
"08/03/2015","STATEN ISLAND","52"
"10/08/2011","BRONX","288"
"08/27/2022","(null)","7"
"05/11/2019","BROOKLYN","367"
"04/06/2016","MANHATTAN","309"
"09/08/2016","MANHATTAN","307"
"03/26/2020","BROOKLYN","248"
"03/15/2008","BROOKLYN","405"
"09/04/2023","BROOKLYN","465"
"05/25/2005","BRONX","8"
"06/27/2020","BRONX","249"
"10/08/2021","MANHATTAN","393"
"05/16/2023","STATEN ISLAND","74"
"03/03/2014","QUEENS","250"
"10/25/1977","MANHATTAN","1"
"11/20/2006","QUEENS","294"
"08/11/2020","QUEENS","263"
"07/03/2005","MANHATTAN","2"
"10/29/2014","MANHATTAN","288"
"04/20/2014","STATEN ISLAND","51"
"12/24/1989","BROOKLYN","1"
"04/08/2017","QUEENS","251"
"07/24/2011","QUEENS","270"
"04/22/2011","BRONX","271"
"08/13/2015","QUEENS","281"
"01/11/2000","BRONX","1"
"07/20/2015","STATEN ISLAND","60"
"05/30/2015","MANHATTAN","378"
"03/19/2014","STATEN ISLAND","49"
"05/17/2017","BRONX","342"
"08/08/2010","BROOKLYN","452"
"07/17/2009","STATEN ISLAND","65"
"07/20/2024","QUEENS","375"
"06/26/2020","STATEN ISLAND","44"
"07/05/2020","QUEENS","287"
"04/14/2018","MANHATTAN","406"
"04/02/2009","STATEN ISLAND","69"
"09/03/2012","MANHATTAN","264"
"09/21/2010","BROOKLYN","461"
"06/11/2024","STATEN ISLAND","63"
"11/15/2019","MANHATTAN","345"
"06/20/2023","(null)","4"
"12/24/2014","STATEN ISLAND","46"
"09/09/2009","BROOKLYN","421"
